@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute outputs-1 {0,1,2}
@attribute outputs-2 numeric
@attribute outputs-3 {0,1,2,3,4,5}
@attribute outputs-4 numeric

@data
788,'2016/09/18 15:07:03:952',11,22.298428,1.494231,0.333312,0.373418,-0.079242,0.285673,-0.100855,0.266446,0.238862,0.145297,-0.121991,0.211808,0.218202,0.247133,198.760635,1,?,?,?
789,'2016/09/18 15:07:04:033',11,22.289434,1.514289,0.334413,0.374217,-0.075312,0.286213,-0.090574,0.270815,0.239814,0.13775,-0.117808,0.20639,0.227234,0.246134,198.061234,1,?,?,?
790,'2016/09/18 15:07:04:114',11,21.697298,1.523421,0.346898,0.384157,-0.053302,0.270656,-0.070866,0.269993,0.235122,0.124026,-0.111777,0.199379,0.222296,0.241129,199.366852,1,?,?,?
791,'2016/09/18 15:07:04:195',11,20.321117,1.507609,0.358036,0.396364,-0.023832,0.26254,-0.046783,0.263391,0.234577,0.120742,-0.090962,0.192812,0.221907,0.239669,199.844147,1,?,?,?
792,'2016/09/18 15:11:58:104',12,3.984452,0.65934,0.306858,0.364437,0.310135,0.264936,0.23614,0.235462,0.229128,0.227179,0.208442,0.211398,0.204359,0.200626,124.476624,?,0,?,?
793,'2016/09/18 15:11:58:185',12,6.835697,0.741173,0.319678,0.365301,0.296348,0.254617,0.187693,0.228426,0.233843,0.237026,0.215358,0.210227,0.209914,0.205017,136.965118,?,0,?,?
794,'2016/09/18 15:11:58:266',12,9.55613,0.818104,0.320353,0.366279,0.274962,0.261053,0.134514,0.214367,0.224552,0.248375,0.224551,0.200759,0.217951,0.214441,137.886169,?,0,?,?
795,'2016/09/18 15:11:58:348',12,12.269087,0.912761,0.32178,0.359154,0.243675,0.252422,0.069863,0.192228,0.203284,0.263023,0.237581,0.192234,0.215699,0.223735,138.875641,?,0,?,?
796,'2016/09/18 15:11:58:418',12,14.884763,1.00348,0.330684,0.354533,0.215679,0.254201,0.016698,0.16813,0.182462,0.275559,0.254344,0.177364,0.212908,0.234418,139.989365,?,0,?,?
797,'2016/09/18 15:11:58:498',12,17.439697,1.100344,0.328634,0.355892,0.184602,0.252991,-0.031887,0.140667,0.165304,0.288945,0.266611,0.168005,0.215653,0.249331,141.100494,?,0,?,?
798,'2016/09/18 15:11:58:580',12,20.086546,1.206645,0.323622,0.346366,0.158139,0.253936,-0.07987,0.12893,0.153226,0.302517,0.283859,0.166563,0.212058,0.250987,142.041916,?,0,?,?
799,'2016/09/18 15:11:58:743',12,25.039707,1.454679,0.30332,0.320579,0.10225,0.253954,-0.176466,0.114073,0.144564,0.321777,0.311281,0.156492,0.217313,0.266307,183.940186,?,0,?,?
800,'2016/09/18 15:11:58:824',12,27.076036,1.567284,0.285751,0.306491,0.073935,0.261459,-0.212146,0.113838,0.138737,0.335625,0.310407,0.149971,0.221487,0.266864,184.469971,?,0,?,?
801,'2016/09/18 15:11:58:905',12,25.737358,1.596499,0.283825,0.303282,0.063939,0.263961,-0.212452,0.110993,0.136425,0.355982,0.314152,0.138211,0.206555,0.278864,184.189529,?,0,?,?
802,'2016/09/18 15:11:58:987',12,24.814707,1.649589,0.274014,0.28188,0.066812,0.274491,-0.205932,0.108076,0.124705,0.356652,0.309172,0.138728,0.204024,0.275436,208.421326,?,0,?,?
803,'2016/09/18 15:11:59:067',12,24.118309,1.691101,0.2538,0.264266,0.076146,0.276474,-0.194497,0.112463,0.124634,0.347891,0.298217,0.146138,0.198929,0.27077,243.981476,?,0,?,?
804,'2016/09/18 15:11:59:137',12,23.576555,1.683363,0.248926,0.248699,0.088305,0.262199,-0.16196,0.108457,0.130087,0.333596,0.290005,0.147521,0.194783,0.262224,279.083008,?,0,?,?
805,'2016/09/18 15:11:59:218',12,23.040443,1.708007,0.226926,0.240972,0.0863,0.26135,-0.147012,0.115486,0.132567,0.318402,0.276202,0.148173,0.191665,0.256273,314.563568,?,0,?,?
806,'2016/09/18 15:11:59:299',12,22.530783,1.729216,0.209436,0.214041,0.095325,0.26,-0.14504,0.132479,0.134579,0.304869,0.259598,0.156277,0.19496,0.243126,349.930084,?,0,?,?
807,'2016/09/18 15:11:59:381',12,22.051779,1.744591,0.199462,0.20013,0.099208,0.261255,-0.127065,0.139091,0.123821,0.303123,0.236023,0.149057,0.196905,0.241855,384.534637,?,0,?,?
808,'2016/09/18 15:11:59:462',12,21.47908,1.761951,0.194972,0.180764,0.104652,0.259114,-0.095915,0.131401,0.125955,0.29499,0.205615,0.160081,0.195648,0.239165,422.580566,?,0,?,?
809,'2016/09/18 15:11:59:543',12,20.877199,1.698075,0.205014,0.167641,0.111262,0.251658,-0.059599,0.134127,0.121709,0.275984,0.189259,0.164772,0.197383,0.237471,382.159088,?,0,?,?
810,'2016/09/18 15:11:59:625',12,20.389185,1.701829,0.21401,0.137115,0.138,0.260651,-0.032608,0.132854,0.109247,0.248133,0.174318,0.18233,0.207109,0.242808,382.139465,?,0,?,?
811,'2016/09/18 15:11:59:706',12,19.636251,1.715005,0.201994,0.103149,0.152883,0.285241,-0.016802,0.144724,0.102251,0.216957,0.160416,0.195617,0.226277,0.23794,345.626862,?,0,?,?
812,'2016/09/18 15:11:59:787',12,19.39196,1.712138,0.179906,0.081547,0.15613,0.315909,0.010418,0.14322,0.105428,0.178234,0.149782,0.207502,0.242071,0.239274,309.318939,?,0,?,?
813,'2016/09/18 15:11:59:857',12,19.055805,1.71289,0.161335,0.055394,0.164196,0.350046,0.034403,0.138452,0.10356,0.149778,0.129213,0.22744,0.250159,0.242497,273.248322,?,0,?,?
814,'2016/09/18 15:11:59:938',12,18.71163,1.74668,0.131481,0.022721,0.162575,0.412454,0.028595,0.14521,0.091916,0.132608,0.103118,0.249763,0.266588,0.244451,266.76062,?,0,?,?
815,'2016/09/18 15:12:00:019',12,18.653309,1.755362,0.114068,-0.012592,0.184714,0.451431,0.041609,0.141849,0.077136,0.113251,0.078716,0.27266,0.281987,0.242469,259.737427,?,0,?,?
816,'2016/09/18 15:12:00:101',12,18.344194,1.756666,0.113467,-0.032618,0.210494,0.481957,0.064417,0.12977,0.068411,0.083507,0.06195,0.288221,0.29697,0.246049,252.235596,?,0,?,?
817,'2016/09/18 15:12:00:182',12,18.036638,1.77101,0.118152,-0.051463,0.214954,0.494839,0.072784,0.132647,0.073063,0.057853,0.053072,0.297156,0.305556,0.245856,249.820816,?,0,?,?
818,'2016/09/18 15:12:00:263',12,17.68203,1.781048,0.137784,-0.049703,0.212082,0.498203,0.074059,0.137467,0.073676,0.0536,0.060897,0.301347,0.299196,0.228859,210.884277,?,0,?,?
819,'2016/09/18 15:12:00:344',12,17.514709,1.852007,0.153028,-0.019541,0.205774,0.500991,0.050282,0.129499,0.078751,0.060105,0.068275,0.303582,0.296922,0.222975,210.385574,?,0,?,?
820,'2016/09/18 15:12:00:426',12,17.499556,1.861667,0.178536,0.02654,0.191357,0.484548,0.023019,0.122008,0.090197,0.075575,0.096479,0.279714,0.286324,0.213646,209.771759,?,0,?,?
821,'2016/09/18 15:12:00:507',12,17.534782,1.842638,0.232122,0.077635,0.178626,0.461029,-0.007635,0.113636,0.102204,0.089368,0.122756,0.262901,0.274272,0.210531,209.217468,?,0,?,?
822,'2016/09/18 15:12:00:577',12,17.56218,1.827371,0.290045,0.135277,0.173332,0.425692,-0.042645,0.113873,0.099146,0.115484,0.147811,0.241651,0.259336,0.213571,208.850861,?,0,?,?
823,'2016/09/18 15:12:00:739',12,16.310905,1.755075,0.464284,0.283017,0.162511,0.333386,-0.077544,0.122616,0.111114,0.13468,0.207843,0.185113,0.239775,0.206747,206.385391,?,0,?,?
824,'2016/09/18 15:12:00:902',12,15.765657,1.699601,0.596906,0.417979,0.13077,0.244379,-0.132294,0.119455,0.132601,0.166233,0.271078,0.150421,0.218918,0.203465,203.68248,?,0,?,?
825,'2016/09/18 15:12:00:983',12,15.433336,1.655759,0.636544,0.47437,0.128142,0.23067,-0.16109,0.105273,0.138364,0.1862,0.305001,0.134862,0.207915,0.210599,198.149277,?,0,?,?
826,'2016/09/18 15:12:01:065',12,15.393011,1.611684,0.660055,0.522644,0.125121,0.221977,-0.184109,0.098669,0.134835,0.192062,0.329927,0.120041,0.214054,0.230714,226.496567,?,0,?,?
827,'2016/09/18 15:12:01:146',12,15.431218,1.595746,0.674515,0.540615,0.127699,0.226478,-0.201608,0.094425,0.133119,0.195148,0.351312,0.105415,0.217097,0.243597,236.134293,?,0,?,?
828,'2016/09/18 15:12:01:227',12,16.530727,1.586051,0.67832,0.558216,0.132369,0.2242,-0.208689,0.082442,0.131863,0.198556,0.350365,0.103983,0.217412,0.250396,265.44397,?,0,?,?
829,'2016/09/18 15:12:01:297',12,17.474293,1.599999,0.666715,0.565736,0.141007,0.220124,-0.202516,0.068112,0.128109,0.205399,0.34619,0.099313,0.222633,0.248461,295.436035,?,0,?,?
830,'2016/09/18 15:12:01:378',12,18.191706,1.595318,0.660541,0.573682,0.129357,0.227105,-0.194973,0.058788,0.129292,0.20977,0.342691,0.101871,0.223333,0.241002,324.619049,?,0,?,?
831,'2016/09/18 15:12:01:459',12,19.640669,1.624074,0.62971,0.568594,0.127377,0.225112,-0.201926,0.048159,0.13921,0.216615,0.338761,0.101347,0.227048,0.24263,354.302185,?,0,?,?
832,'2016/09/18 15:12:01:540',12,20.943939,1.657912,0.597772,0.551382,0.123124,0.224371,-0.202756,0.038958,0.14396,0.234063,0.332849,0.089025,0.227058,0.237757,354.917969,?,0,?,?
833,'2016/09/18 15:12:01:622',12,22.056833,1.66877,0.559459,0.532472,0.12022,0.240726,-0.207965,0.049319,0.145276,0.242033,0.334607,0.064571,0.222351,0.231419,356.10907,?,0,?,?
834,'2016/09/18 15:12:01:703',12,21.608463,1.679714,0.545402,0.517018,0.126133,0.23493,-0.191774,0.043164,0.150945,0.250895,0.329369,0.062211,0.213015,0.227374,355.088226,?,0,?,?
835,'2016/09/18 15:12:01:784',12,21.898951,1.701224,0.536445,0.495694,0.140912,0.224499,-0.174872,0.04639,0.146249,0.250804,0.322319,0.065168,0.206796,0.216923,354.771912,?,0,?,?
836,'2016/09/18 15:12:01:866',12,22.419703,1.718455,0.531253,0.463143,0.167472,0.233765,-0.176744,0.053382,0.148458,0.2491,0.291189,0.064228,0.201462,0.195213,352.169312,?,0,?,?
837,'2016/09/18 15:12:01:947',12,22.600225,1.737165,0.522595,0.44143,0.184181,0.240457,-0.153254,0.060914,0.154076,0.245064,0.259757,0.063715,0.181606,0.17838,367.532654,?,0,?,?
838,'2016/09/18 15:12:02:016',12,21.803778,1.741272,0.52189,0.419874,0.189446,0.259905,-0.124854,0.077643,0.161085,0.232723,0.234274,0.057507,0.168216,0.164269,362.722137,?,0,?,?
839,'2016/09/18 15:12:02:098',12,20.592361,1.731804,0.530283,0.387939,0.188301,0.283386,-0.107344,0.112049,0.164575,0.230101,0.2058,0.047462,0.157837,0.147014,332.726959,?,0,?,?
840,'2016/09/18 15:12:02:179',12,19.222534,1.729957,0.527755,0.352142,0.193192,0.307015,-0.084696,0.141455,0.170849,0.223618,0.176679,0.038057,0.148973,0.139437,327.088348,?,0,?,?
841,'2016/09/18 15:12:02:260',12,17.914961,1.717403,0.535119,0.306991,0.192488,0.343024,-0.063112,0.173008,0.157698,0.220018,0.146821,0.031803,0.141078,0.133186,323.255951,?,0,?,?
842,'2016/09/18 15:12:02:342',12,16.621254,1.706011,0.529404,0.272035,0.190407,0.379039,-0.028449,0.199683,0.157119,0.19517,0.117394,0.039495,0.12859,0.129073,320.532532,?,0,?,?
843,'2016/09/18 15:12:02:423',12,15.567497,1.701829,0.541638,0.231997,0.193523,0.416824,0.011538,0.209743,0.161631,0.16948,0.077353,0.05446,0.114234,0.133436,294.757477,?,0,?,?
844,'2016/09/18 15:12:02:504',12,15.147713,1.692305,0.542947,0.215298,0.187912,0.445107,0.043897,0.234082,0.160375,0.145456,0.042363,0.06093,0.114497,0.132251,293.149597,?,0,?,?
845,'2016/09/18 15:12:02:585',12,14.629971,1.682642,0.531964,0.200228,0.18184,0.501466,0.064955,0.246105,0.150871,0.11622,0.003469,0.06869,0.129097,0.129878,290.271088,?,0,?,?
846,'2016/09/18 15:12:02:666',12,14.207835,1.672788,0.521865,0.198253,0.166546,0.540463,0.099404,0.245464,0.142696,0.083817,-0.009106,0.081094,0.139406,0.140301,290.168884,?,0,?,?
847,'2016/09/18 15:12:02:748',12,13.955324,1.658488,0.494637,0.168839,0.16999,0.569039,0.095705,0.243775,0.12078,0.058298,-0.015192,0.110083,0.170654,0.150868,293.541931,?,0,?,?
848,'2016/09/18 15:12:02:817',12,13.674923,1.641734,0.450545,0.135088,0.182955,0.571586,0.073589,0.245435,0.10531,0.044806,-0.001864,0.156379,0.182028,0.165288,269.161377,?,0,?,?
849,'2016/09/18 15:12:02:899',12,14.13466,1.62668,0.388467,0.102447,0.202112,0.562318,0.052177,0.233689,0.104388,0.020941,0.031218,0.188434,0.200287,0.178009,269.612793,?,0,?,?
850,'2016/09/18 15:12:02:980',12,15.163746,1.628381,0.323307,0.062852,0.222011,0.546583,0.022596,0.230681,0.101047,0.008773,0.06869,0.215329,0.225973,0.184323,268.761078,?,0,?,?
851,'2016/09/18 15:12:03:061',12,15.936404,1.616287,0.247229,0.045498,0.235485,0.52955,0.001304,0.227901,0.109537,0.004614,0.110906,0.24196,0.236604,0.194459,294.710876,?,0,?,?
852,'2016/09/18 15:12:03:143',12,16.90871,1.609644,0.180409,0.020025,0.248869,0.49983,-0.009537,0.235851,0.116279,0.016548,0.141365,0.262181,0.241836,0.196881,333.922028,?,0,?,?
853,'2016/09/18 15:12:03:386',12,17.293295,1.540453,0.07098,-0.004296,0.165865,0.426493,-0.03379,0.270928,0.163028,0.077896,0.228753,0.266917,0.262768,0.184097,478.453583,?,0,?,?
854,'2016/09/18 15:12:03:468',12,17.628483,1.553029,0.014206,-0.039154,0.148104,0.384785,-0.054289,0.287654,0.187321,0.106077,0.252404,0.269985,0.26912,0.18314,453.279846,?,0,?,?
855,'2016/09/18 15:12:03:618',12,18.389137,1.579551,-0.047626,-0.056707,0.079239,0.355654,-0.046991,0.311622,0.256898,0.143855,0.27682,0.231237,0.257434,0.183531,425.112823,?,0,?,?
856,'2016/09/18 15:12:03:700',12,18.99555,1.601184,-0.043842,-0.045535,0.043659,0.339133,-0.027246,0.315862,0.262867,0.183193,0.268917,0.215752,0.244253,0.197722,483.792328,?,0,?,?
857,'2016/09/18 15:12:03:781',12,18.732561,1.591859,0.016614,-0.034525,0.03821,0.305618,-0.002812,0.299905,0.259522,0.213415,0.254455,0.207876,0.214027,0.214463,510.402649,?,0,?,?
858,'2016/09/18 15:12:03:862',12,18.20586,1.621127,0.062914,-0.008931,0.019989,0.289738,-0.000841,0.280045,0.26421,0.229664,0.245239,0.186914,0.206131,0.212695,502.287292,?,0,?,?
859,'2016/09/18 15:12:03:944',12,17.527687,1.634306,0.124884,0.024022,0.004707,0.278368,-0.011575,0.244592,0.2622,0.241532,0.245451,0.172544,0.208904,0.219201,480.245361,?,0,?,?
860,'2016/09/18 15:12:04:025',12,17.794529,1.661411,0.19058,0.048947,0.017327,0.261851,-0.04156,0.210083,0.245265,0.249646,0.245752,0.160151,0.207843,0.223246,449.603485,?,0,?,?
861,'2016/09/18 15:12:04:106',12,18.136263,1.711603,0.222826,0.084464,0.042412,0.241244,-0.057268,0.168585,0.246796,0.243384,0.25519,0.153471,0.19298,0.234371,411.584869,?,0,?,?
862,'2016/09/18 15:12:04:188',12,17.455315,1.728706,0.259194,0.113847,0.081258,0.237343,-0.072746,0.138194,0.235565,0.251164,0.264153,0.152812,0.179491,0.240091,373.692413,?,0,?,?
863,'2016/09/18 15:12:04:257',12,16.982447,1.725182,0.332755,0.167086,0.095476,0.229646,-0.077408,0.107867,0.220136,0.251591,0.272091,0.138726,0.160079,0.246701,401.25116,?,0,?,?
864,'2016/09/18 15:12:04:338',12,16.392797,1.713107,0.398539,0.222703,0.12095,0.213857,-0.073947,0.082722,0.19666,0.249902,0.271432,0.128202,0.143586,0.250701,427.007935,?,0,?,?
865,'2016/09/18 15:12:04:420',12,16.002052,1.699539,0.460047,0.275637,0.146966,0.199865,-0.083764,0.071819,0.174273,0.24483,0.270964,0.11188,0.134807,0.237129,454.288055,?,0,?,?
866,'2016/09/18 15:12:04:501',12,14.93828,1.685279,0.502677,0.311775,0.156307,0.213563,-0.0814,0.06428,0.177077,0.213149,0.258359,0.105756,0.120835,0.219928,423.316101,?,0,?,?
867,'2016/09/18 15:12:04:582',12,14.054203,1.668751,0.492649,0.333907,0.16386,0.232998,-0.062211,0.077968,0.173762,0.191201,0.226997,0.102546,0.124977,0.200097,399.777924,?,0,?,?
868,'2016/09/18 15:12:04:663',12,13.440633,1.652644,0.485221,0.337885,0.171807,0.249929,-0.030172,0.092831,0.16644,0.159343,0.210426,0.103361,0.129902,0.190536,382.143555,?,0,?,?
869,'2016/09/18 15:12:04:745',12,12.988163,1.650691,0.479608,0.33352,0.177968,0.265789,0.002255,0.115133,0.161486,0.134541,0.178857,0.10585,0.1343,0.176975,365.008759,?,0,?,?
870,'2016/09/18 15:12:04:826',12,12.230016,1.64145,0.470523,0.310634,0.174587,0.288619,0.030998,0.144447,0.158576,0.103397,0.154708,0.109326,0.155483,0.164449,356.693848,?,0,?,?
871,'2016/09/18 15:12:04:907',12,12.668387,1.644303,0.415985,0.268895,0.158357,0.309248,0.033488,0.160774,0.157384,0.085913,0.144751,0.126155,0.195166,0.157548,330.407013,?,0,?,?
872,'2016/09/18 15:12:04:977',12,13.588979,1.653097,0.363942,0.225755,0.139145,0.33075,0.025141,0.181197,0.169735,0.070775,0.138852,0.14194,0.218549,0.148048,354.079926,?,0,?,?
873,'2016/09/18 15:12:05:058',12,13.481266,1.654074,0.30317,0.179802,0.139596,0.345679,0.02014,0.21516,0.181182,0.068992,0.139267,0.155303,0.234088,0.142619,383.539246,?,0,?,?
874,'2016/09/18 15:12:05:139',12,13.873935,1.665976,0.245361,0.127364,0.122823,0.359806,0.006711,0.239977,0.200814,0.070943,0.143622,0.175159,0.255259,0.13466,415.393768,?,0,?,?
875,'2016/09/18 15:12:05:221',12,13.914093,1.668827,0.203752,0.068071,0.119895,0.369653,0.004365,0.257305,0.214864,0.079021,0.148404,0.193537,0.274904,0.139733,446.084991,?,0,?,?
876,'2016/09/18 15:12:05:302',12,14.001951,1.677464,0.15841,0.023204,0.124742,0.376634,-0.015031,0.274154,0.222119,0.091451,0.159014,0.206676,0.300658,0.14019,477.741486,?,0,?,?
877,'2016/09/18 15:12:05:383',12,14.524755,1.696212,0.103719,-0.002432,0.112839,0.392729,-0.05288,0.291368,0.234779,0.10022,0.193123,0.217144,0.315976,0.142181,515.546936,?,0,?,?
878,'2016/09/18 15:12:05:465',12,15.131812,1.695731,0.058182,-0.042291,0.113085,0.401661,-0.091765,0.306784,0.249595,0.122584,0.20647,0.230425,0.322797,0.139416,553.04718,?,0,?,?
879,'2016/09/18 15:12:05:546',12,15.726518,1.698096,-0.013661,-0.067239,0.122376,0.400049,-0.120305,0.317657,0.256208,0.139803,0.239204,0.24308,0.321375,0.144164,591.680359,?,0,?,?
880,'2016/09/18 15:12:05:627',12,16.293114,1.696728,-0.07316,-0.092576,0.13126,0.399302,-0.150724,0.323475,0.270075,0.173194,0.265398,0.257925,0.317944,0.139626,630.789856,?,0,?,?
881,'2016/09/18 15:12:05:697',12,15.821001,1.696965,-0.090903,-0.096361,0.143399,0.399366,-0.163029,0.331456,0.279509,0.193705,0.275577,0.254608,0.306284,0.145923,690.57251,?,0,?,?
882,'2016/09/18 15:12:05:778',12,14.990398,1.696386,-0.091163,-0.088763,0.163626,0.386096,-0.149659,0.329352,0.279166,0.193316,0.273336,0.253008,0.302282,0.157076,688.900391,?,0,?,?
883,'2016/09/18 15:12:07:937',12,4.482824,0.785261,0.211411,0.200525,0.203038,0.199517,0.209099,0.26754,0.253191,0.245437,0.246557,0.202695,0.144186,0.151405,180.787827,?,0,?,?
884,'2016/09/18 15:12:08:019',12,7.719239,0.85149,0.171698,0.145775,0.149429,0.193899,0.193978,0.29348,0.251716,0.260073,0.232877,0.171551,0.1273,0.138541,266.553711,?,0,?,?
885,'2016/09/18 15:12:08:100',12,10.189554,0.918462,0.149453,0.09746,0.096945,0.189098,0.191406,0.32765,0.259815,0.266417,0.234017,0.153484,0.105658,0.117038,351.079803,?,0,?,?
886,'2016/09/18 15:12:08:181',12,13.110716,0.965434,0.114068,0.046987,0.045105,0.185172,0.179669,0.353792,0.261283,0.270553,0.227071,0.135488,0.075305,0.098447,438.559845,?,0,?,?
887,'2016/09/18 15:12:08:263',12,16.130959,1.017001,0.066766,-0.006699,0.001557,0.180627,0.164042,0.379053,0.267593,0.277979,0.221003,0.122428,0.054963,0.08604,524.552429,?,0,?,?
888,'2016/09/18 15:12:08:343',12,19.10652,1.052357,0.00271,-0.065761,-0.051513,0.174024,0.156621,0.409066,0.27744,0.28597,0.213177,0.101333,0.036397,0.068671,611.116516,?,0,?,?
889,'2016/09/18 15:12:08:425',12,21.902124,1.080398,-0.053672,-0.12642,-0.102421,0.159865,0.13649,0.439156,0.277063,0.285622,0.198757,0.086619,0.011472,0.054212,698.243286,?,0,?,?
890,'2016/09/18 15:12:08:506',12,24.136185,1.124135,-0.108944,-0.171336,-0.127976,0.161601,0.131941,0.464154,0.294962,0.296903,0.19576,0.06837,-0.01159,0.038845,787.193726,?,0,?,?
891,'2016/09/18 15:12:08:588',12,27.214251,1.163568,-0.156066,-0.220216,-0.159212,0.166482,0.128475,0.491224,0.314825,0.314735,0.188352,0.04506,-0.031507,0.039644,876.061829,?,0,?,?
892,'2016/09/18 15:12:08:657',12,28.676134,1.170395,-0.164532,-0.214799,-0.162569,0.170098,0.125558,0.499178,0.302766,0.306835,0.172589,0.039793,-0.032029,0.048545,964.093994,?,0,?,?
893,'2016/09/18 15:12:08:738',12,28.543522,1.17874,-0.162737,-0.207746,-0.163247,0.157256,0.123519,0.496763,0.30244,0.298591,0.159942,0.043699,-0.034676,0.057556,961.650513,?,0,?,?
894,'2016/09/18 15:12:08:820',12,27.563404,1.168924,-0.155135,-0.208279,-0.163467,0.149662,0.135108,0.501107,0.324452,0.302775,0.169468,0.053069,-0.038903,0.05783,961.032593,?,0,?,?
895,'2016/09/18 15:12:08:901',12,27.047388,1.156531,-0.171039,-0.223172,-0.162298,0.143096,0.135598,0.497096,0.334505,0.311623,0.164062,0.056976,-0.039132,0.060545,963.104797,?,0,?,?
896,'2016/09/18 15:12:08:982',12,26.520514,1.156523,-0.168635,-0.223676,-0.168693,0.127979,0.146171,0.496175,0.35191,0.322611,0.169674,0.056558,-0.026672,0.067531,959.739685,?,0,?,?
897,'2016/09/18 15:12:09:063',12,25.291122,1.163122,-0.145679,-0.208222,-0.170559,0.118448,0.160935,0.493727,0.361315,0.32701,0.18101,0.05918,-0.027259,0.066026,956.92688,?,0,?,?
898,'2016/09/18 15:12:09:145',12,23.657969,1.171583,-0.110442,-0.189434,-0.157376,0.113905,0.166953,0.4773,0.371357,0.338995,0.193464,0.073523,-0.022606,0.0709,950.593994,?,0,?,?
899,'2016/09/18 15:12:09:226',12,22.327772,1.180214,-0.090576,-0.167089,-0.143078,0.124,0.181274,0.461735,0.386326,0.348732,0.203324,0.070227,-0.02221,0.068685,943.924316,?,0,?,?
900,'2016/09/18 15:12:09:307',12,21.429653,1.178371,-0.061106,-0.152788,-0.148809,0.110709,0.178924,0.449972,0.388128,0.353108,0.209492,0.079231,-0.015244,0.070414,932.44574,?,0,?,?
901,'2016/09/18 15:12:09:377',12,19.488297,1.181819,-0.038559,-0.136937,-0.146235,0.109177,0.187128,0.440498,0.389595,0.358675,0.229244,0.105776,-0.006187,0.059136,922.968567,?,0,?,?
902,'2016/09/18 15:12:09:458',12,18.14974,1.175067,-0.018803,-0.123687,-0.143876,0.102794,0.177156,0.430395,0.395934,0.358031,0.238162,0.118057,0.002404,0.06068,911.75,?,0,?,?
903,'2016/09/18 15:12:09:539',12,17.253401,1.172233,-0.010688,-0.122294,-0.138073,0.113435,0.184356,0.424594,0.393137,0.364285,0.257571,0.131541,0.010812,0.051792,902.845337,?,0,?,?
904,'2016/09/18 15:12:09:621',12,16.129141,1.17031,-0.007079,-0.108764,-0.126561,0.119866,0.187941,0.417565,0.389749,0.361114,0.262764,0.145162,0.016249,0.04043,895.839539,?,0,?,?
905,'2016/09/18 15:12:09:702',12,15.334529,1.171069,0.007196,-0.087388,-0.115028,0.115724,0.186741,0.412426,0.392784,0.362921,0.267108,0.153113,0.024045,0.04139,886.651428,?,0,?,?
906,'2016/09/18 15:12:09:783',12,13.737224,1.152707,0.015514,-0.071784,-0.100692,0.116929,0.180195,0.396189,0.383493,0.358229,0.273984,0.175607,0.031799,0.038927,879.37677,?,0,?,?
907,'2016/09/18 15:12:09:864',12,13.464884,1.147294,0.014042,-0.076193,-0.099948,0.109888,0.175714,0.385068,0.383493,0.36344,0.275594,0.185786,0.039215,0.033999,871.810852,?,0,?,?
908,'2016/09/18 15:12:10:027',12,13.047164,1.115208,0.045829,-0.066953,-0.101579,0.08764,0.16544,0.373982,0.374832,0.35635,0.282685,0.200181,0.053358,0.035394,859.612671,?,0,?,?
909,'2016/09/18 15:12:10:096',12,13.391391,1.121567,0.036018,-0.081426,-0.112554,0.077381,0.149295,0.361658,0.361542,0.353002,0.288328,0.205776,0.056969,0.031204,855.450134,?,0,?,?
910,'2016/09/18 15:12:10:178',12,13.953799,1.13186,0.04114,-0.08398,-0.130848,0.062722,0.141775,0.357397,0.364742,0.356834,0.287786,0.199196,0.060511,0.031883,849.647217,?,0,?,?
911,'2016/09/18 15:12:10:259',12,14.336049,1.126026,0.039133,-0.084445,-0.130441,0.048927,0.139836,0.356538,0.368788,0.370036,0.296243,0.199316,0.064842,0.024526,847.888428,?,0,?,?
912,'2016/09/18 15:12:10:341',12,14.05581,1.121204,0.040338,-0.086897,-0.139344,0.027148,0.136021,0.352136,0.375731,0.373133,0.293852,0.195122,0.061816,0.022791,843.229126,?,0,?,?
913,'2016/09/18 15:12:10:422',12,14.306885,1.116088,0.057875,-0.080608,-0.143567,0.012224,0.12688,0.342578,0.38632,0.383758,0.301457,0.195523,0.064166,0.030316,839.027405,?,0,?,?
914,'2016/09/18 15:12:10:503',12,14.477836,1.119221,0.063588,-0.087647,-0.15695,0.005486,0.134703,0.34658,0.386127,0.387815,0.310863,0.200423,0.064338,0.030808,835.185364,?,0,?,?
915,'2016/09/18 15:12:10:584',12,15.171682,1.138769,0.0694,-0.096989,-0.165325,-0.004034,0.137782,0.354823,0.39707,0.395499,0.317571,0.20373,0.067401,0.026566,832.107239,?,0,?,?
916,'2016/09/18 15:12:10:666',12,15.073097,1.139677,0.067097,-0.097882,-0.166763,-0.001051,0.138878,0.356013,0.398066,0.402453,0.327334,0.209871,0.070285,0.029803,831.664795,?,0,?,?
917,'2016/09/18 15:12:10:747',12,15.790891,1.147525,0.057937,-0.110609,-0.173945,-0.007084,0.140328,0.358878,0.404197,0.410997,0.329159,0.209216,0.075351,0.025645,831.126221,?,0,?,?
