@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute outputs-1 {0,1,2}
@attribute outputs-2 numeric
@attribute outputs-3 {0,1,2,3,4,5}
@attribute outputs-4 numeric

@data
3362,'2016/09/18 15:53:44:103',48,5.696341,0.668951,0.221408,0.335009,0.240454,0.222257,0.186153,0.218729,0.237709,0.218666,0.182692,0.236745,0.210159,0.20794,144.129547,?,?,4,4
3363,'2016/09/18 15:53:44:173',48,8.464242,0.764833,0.208691,0.356923,0.217424,0.21933,0.142646,0.219636,0.243453,0.237865,0.155897,0.234676,0.2089,0.199958,177.113495,?,?,4,4
3364,'2016/09/18 15:53:44:254',48,10.823638,0.861336,0.198723,0.385715,0.20686,0.212188,0.116213,0.210462,0.256325,0.249114,0.136209,0.227002,0.208798,0.19025,188.50885,?,?,4,4
3365,'2016/09/18 15:53:44:336',48,13.25141,0.970849,0.184011,0.416169,0.184633,0.198659,0.075808,0.214816,0.268374,0.271311,0.112276,0.221481,0.206732,0.178023,187.600647,?,?,4,4
3366,'2016/09/18 15:53:44:417',48,15.445217,1.090367,0.167757,0.453064,0.171758,0.189378,0.041836,0.22088,0.27655,0.291209,0.091825,0.213687,0.208712,0.16928,186.678757,?,?,4,4
3367,'2016/09/18 15:53:44:498',48,17.617104,1.208247,0.159602,0.471926,0.158729,0.168357,0.002994,0.230142,0.280437,0.313981,0.076307,0.203575,0.214338,0.156188,186.070374,?,?,4,4
3368,'2016/09/18 15:53:44:580',48,19.719662,1.337897,0.159493,0.500114,0.140993,0.169299,-0.029008,0.241,0.28989,0.32531,0.059165,0.198687,0.217666,0.148291,185.679245,?,?,4,4
3369,'2016/09/18 15:53:44:661',48,21.725378,1.457781,0.176055,0.52534,0.127407,0.164504,-0.073109,0.257756,0.301789,0.351052,0.035721,0.185207,0.216821,0.138616,185.247726,?,?,4,4
3370,'2016/09/18 15:53:44:742',48,23.404251,1.514896,0.192172,0.550245,0.135043,0.170118,-0.08929,0.267025,0.293492,0.36743,0.022421,0.176159,0.212534,0.136134,184.633102,?,?,4,4
3371,'2016/09/18 15:53:44:823',48,22.591347,1.527873,0.223628,0.55435,0.148344,0.163459,-0.078245,0.263627,0.294181,0.373603,0.024078,0.169571,0.213669,0.132008,187.041306,?,?,4,4
3372,'2016/09/18 15:53:44:893',48,21.54995,1.614014,0.227022,0.592147,0.150228,0.158423,-0.094823,0.27441,0.305165,0.395823,0.002264,0.174678,0.201184,0.12918,177.419952,?,?,4,4
3373,'2016/09/18 15:53:44:974',48,20.190615,1.624863,0.255389,0.614711,0.16068,0.147547,-0.079213,0.265257,0.315399,0.389309,0.010245,0.167816,0.192132,0.131004,143.886032,?,?,4,4
3374,'2016/09/18 15:53:45:056',48,19.153202,1.648612,0.284153,0.629403,0.172057,0.144061,-0.080671,0.264908,0.31933,0.390054,0.009148,0.164968,0.181843,0.139813,131.976837,?,?,4,4
3375,'2016/09/18 15:53:45:137',48,17.921663,1.659563,0.325881,0.635942,0.191551,0.13885,-0.073365,0.257215,0.323549,0.382491,0.016897,0.165165,0.173447,0.141308,132.370575,?,?,4,4
3376,'2016/09/18 15:53:45:218',48,16.820969,1.656611,0.371679,0.64625,0.210613,0.138419,-0.061505,0.249883,0.325731,0.372944,0.022441,0.165205,0.167032,0.146101,132.870483,?,?,4,4
3377,'2016/09/18 15:53:45:299',48,15.404414,1.646482,0.405697,0.669752,0.211559,0.147915,-0.043155,0.231175,0.339871,0.361474,0.027487,0.173574,0.155862,0.154176,133.085114,?,?,4,4
3378,'2016/09/18 15:53:45:381',48,13.98233,1.63203,0.441239,0.685493,0.232665,0.142613,-0.024041,0.215221,0.344557,0.358588,0.030155,0.176128,0.146283,0.15685,132.940887,?,?,4,4
3379,'2016/09/18 15:53:45:462',48,12.498625,1.614606,0.477859,0.704712,0.250913,0.146956,0.009269,0.19831,0.345599,0.33975,0.044575,0.18419,0.134319,0.154794,133.351929,?,?,4,4
3380,'2016/09/18 15:53:45:543',48,11.124679,1.579291,0.52557,0.726873,0.274686,0.167074,0.029828,0.195946,0.33833,0.319808,0.060748,0.17935,0.128598,0.155547,133.945969,?,?,4,4
3381,'2016/09/18 15:55:00:019',49,3.568876,0.743649,0.279878,0.374197,0.268637,0.274249,0.204882,0.274052,0.223667,0.184496,0.203518,0.232064,0.16757,0.182843,416.593292,?,?,?,5
3382,'2016/09/18 15:55:00:100',49,4.190643,0.807858,0.278045,0.401023,0.275196,0.309831,0.200671,0.278239,0.232523,0.175998,0.18958,0.236654,0.155428,0.180803,383.516693,?,?,?,5
3383,'2016/09/18 15:55:00:251',49,6.668177,0.956317,0.230834,0.437511,0.249733,0.324061,0.15427,0.2683,0.237147,0.171123,0.159712,0.234732,0.124315,0.171351,340.010254,?,?,?,5
3384,'2016/09/18 15:55:00:332',49,7.743987,1.052631,0.224672,0.464553,0.243148,0.344663,0.128672,0.268381,0.244227,0.176344,0.133657,0.234191,0.120978,0.159907,307.701996,?,?,?,5
3385,'2016/09/18 15:55:00:413',49,8.895948,1.153255,0.207626,0.494983,0.235727,0.355637,0.11141,0.267843,0.255645,0.182737,0.10451,0.228612,0.118696,0.145037,275.526917,?,?,?,5
3386,'2016/09/18 15:55:00:494',49,10.025964,1.26995,0.191675,0.529906,0.228465,0.361776,0.09968,0.259238,0.265545,0.191045,0.08072,0.223637,0.109474,0.129837,243.51091,?,?,?,5
3387,'2016/09/18 15:55:00:576',49,11.138723,1.386061,0.175341,0.570321,0.227321,0.361444,0.090754,0.246584,0.274219,0.194047,0.053332,0.221289,0.097345,0.110119,211.270599,?,?,?,5
3388,'2016/09/18 15:55:00:657',49,12.323017,1.442478,0.180495,0.574139,0.231855,0.364316,0.090087,0.244093,0.273011,0.183552,0.039136,0.216375,0.087041,0.100979,179.300308,?,?,?,5
3389,'2016/09/18 15:55:00:739',49,12.303497,1.457484,0.127807,0.57444,0.242752,0.338745,0.116807,0.228388,0.272848,0.219808,0.011602,0.228419,0.089352,0.102683,160.150681,?,?,?,5
3390,'2016/09/18 15:55:00:820',49,12.133859,1.470995,0.108862,0.594539,0.25451,0.306166,0.125075,0.218322,0.268563,0.238686,0.013009,0.230915,0.088129,0.104248,161.414948,?,?,?,5
3391,'2016/09/18 15:55:00:901',49,12.09477,1.497391,0.110433,0.590422,0.260405,0.281876,0.133231,0.210261,0.271752,0.255871,0.00095,0.225136,0.096635,0.100614,162.457886,?,?,?,5
3392,'2016/09/18 15:55:00:971',49,11.660175,1.519228,0.103235,0.587224,0.268774,0.262888,0.152544,0.198502,0.275403,0.274062,-0.006931,0.223329,0.105112,0.091744,165.669067,?,?,?,5
3393,'2016/09/18 15:55:01:052',49,11.190886,1.547196,0.110385,0.564513,0.280702,0.243013,0.164368,0.201657,0.281213,0.293817,-0.006432,0.216066,0.105779,0.086444,167.291626,?,?,?,5
3394,'2016/09/18 15:55:01:134',49,10.827706,1.572201,0.13436,0.554085,0.297175,0.220653,0.172326,0.195429,0.279404,0.293677,0.006741,0.209545,0.104904,0.093079,167.65329,?,?,?,5
3395,'2016/09/18 15:55:01:215',49,10.388558,1.586198,0.164876,0.546865,0.310712,0.203317,0.172776,0.193215,0.280832,0.296638,0.015934,0.205719,0.101563,0.097929,167.818741,?,?,?,5
3396,'2016/09/18 15:55:01:296',49,9.959208,1.592816,0.205465,0.54049,0.320843,0.19045,0.167542,0.192708,0.280855,0.300332,0.023855,0.197876,0.102284,0.108113,167.458984,?,?,?,5
3397,'2016/09/18 15:55:01:377',49,9.448913,1.588982,0.254896,0.533386,0.327787,0.187653,0.166953,0.192694,0.271332,0.303496,0.038493,0.189829,0.102356,0.115151,167.684723,?,?,?,5
3398,'2016/09/18 15:55:01:458',49,8.69602,1.628834,0.284973,0.552335,0.330741,0.191522,0.162143,0.194002,0.274237,0.314081,0.039895,0.186589,0.096123,0.118673,167.709747,?,?,?,5
3399,'2016/09/18 15:55:02:491',49,2.489811,0.695623,0.250827,0.394567,0.331659,0.328566,0.24434,0.234109,0.21727,0.230626,0.195147,0.226175,0.187049,0.187777,122.78772,?,?,?,5
3400,'2016/09/18 15:55:02:573',49,3.91311,0.724767,0.236306,0.405705,0.277155,0.322257,0.22591,0.231253,0.225864,0.23145,0.161059,0.233961,0.182995,0.174849,121.905037,?,?,?,5
3401,'2016/09/18 15:55:02:654',49,5.2173,0.782692,0.204836,0.404934,0.24585,0.32048,0.200742,0.222,0.231796,0.236113,0.13707,0.236733,0.171441,0.165406,121.017372,?,?,?,5
3402,'2016/09/18 15:55:02:735',49,6.604508,0.865632,0.178654,0.425335,0.229042,0.328117,0.177589,0.221988,0.235948,0.234125,0.115356,0.235071,0.156867,0.157256,120.506241,?,?,?,5
3403,'2016/09/18 15:55:02:817',49,8.012661,0.978674,0.166381,0.45658,0.22496,0.340586,0.17621,0.222563,0.249344,0.241708,0.086153,0.229851,0.141183,0.14621,120.063057,?,?,?,5
3404,'2016/09/18 15:55:02:898',49,9.359598,1.093509,0.15008,0.478024,0.21403,0.338263,0.162765,0.20945,0.250419,0.249161,0.060866,0.232287,0.14018,0.137009,119.734253,?,?,?,5
3405,'2016/09/18 15:55:02:979',49,10.644192,1.21299,0.148306,0.495079,0.213765,0.3467,0.155475,0.202845,0.251276,0.267164,0.026376,0.230268,0.131415,0.123166,119.158348,?,?,?,5
3406,'2016/09/18 15:55:03:061',49,11.905181,1.330548,0.151395,0.50809,0.216461,0.349993,0.147123,0.19444,0.24398,0.285782,-0.018198,0.229343,0.117841,0.115429,118.56369,?,?,?,5
3407,'2016/09/18 15:55:03:142',49,13.097942,1.457429,0.146522,0.535734,0.21794,0.349492,0.142811,0.18364,0.248293,0.302061,-0.05115,0.231449,0.103131,0.1056,118.132675,?,?,?,5
3408,'2016/09/18 15:55:03:211',49,14.222519,1.585456,0.137637,0.548522,0.219237,0.353763,0.131627,0.174342,0.258351,0.311861,-0.077773,0.230143,0.081991,0.095053,117.853729,?,?,?,5
3409,'2016/09/18 15:55:03:293',49,13.287916,1.624119,0.146989,0.539954,0.243544,0.3314,0.12781,0.169305,0.265896,0.318938,-0.06232,0.216156,0.08011,0.092085,118.437134,?,?,?,5
3410,'2016/09/18 15:55:03:374',49,12.69366,1.650974,0.166271,0.527514,0.263367,0.309794,0.128687,0.158529,0.267441,0.32342,-0.048827,0.212002,0.08139,0.096842,125.078407,?,?,?,5
3411,'2016/09/18 15:55:03:455',49,12.172424,1.675885,0.184223,0.514912,0.287049,0.292624,0.1267,0.15426,0.267177,0.331438,-0.039313,0.204393,0.078787,0.10402,125.436981,?,?,?,5
3412,'2016/09/18 15:55:03:536',49,11.483847,1.694797,0.231663,0.498546,0.293971,0.277073,0.135772,0.142507,0.268766,0.342164,-0.026035,0.197091,0.077713,0.102526,125.49646,?,?,?,5
3413,'2016/09/18 15:55:03:618',49,10.671679,1.694108,0.281703,0.493449,0.305803,0.263979,0.131092,0.147432,0.277932,0.351572,-0.013931,0.18739,0.078795,0.101058,125.88179,?,?,?,5
3414,'2016/09/18 15:55:03:699',49,9.834983,1.669626,0.338677,0.4969,0.318949,0.259442,0.131924,0.157654,0.2776,0.345294,-0.002056,0.176634,0.073833,0.111951,125.952179,?,?,?,5
3415,'2016/09/18 15:55:55:780',50,4.745378,0.515652,0.154161,0.321139,0.241372,0.271919,0.18298,0.289532,0.204014,0.162108,0.217527,0.213091,0.195403,0.193617,344.884735,?,?,?,?
3416,'2016/09/18 15:55:55:849',50,8.561829,0.54601,0.12086,0.291803,0.19786,0.254006,0.159044,0.264632,0.190005,0.151387,0.201068,0.188862,0.168154,0.193925,344.883118,?,?,?,?
3417,'2016/09/18 15:55:55:931',50,12.532739,0.588359,0.090549,0.264335,0.1598,0.226249,0.122012,0.240939,0.1702,0.137431,0.184065,0.164866,0.141357,0.185589,344.828613,?,?,?,?
3418,'2016/09/18 15:55:56:012',50,16.914442,0.618681,0.061761,0.254666,0.137,0.213601,0.097178,0.219441,0.14726,0.115429,0.168157,0.15598,0.122032,0.162862,344.916412,?,?,?,?
3419,'2016/09/18 15:55:56:093',50,20.677376,0.660809,0.020507,0.216687,0.086743,0.181581,0.054405,0.183861,0.122954,0.104034,0.143447,0.130275,0.095937,0.14577,344.846741,?,?,?,?
3420,'2016/09/18 15:55:56:175',50,24.737591,0.707403,-0.011963,0.186567,0.036967,0.160516,0.023394,0.153375,0.105703,0.098429,0.118136,0.104916,0.072197,0.134443,344.786407,?,?,?,?
3421,'2016/09/18 15:55:56:256',50,28.830614,0.81515,-0.025743,0.12242,0.01419,0.124298,0.036809,0.089456,0.093962,0.108201,0.08603,0.090865,0.049436,0.119476,344.837708,?,?,?,?
3422,'2016/09/18 15:55:56:337',50,33.079762,0.852043,-0.029143,0.099121,-0.01483,0.122145,0.013486,0.05138,0.067303,0.102328,0.07667,0.073371,0.028381,0.1071,344.885071,?,?,?,?
3423,'2016/09/18 15:55:56:418',50,36.783192,0.894819,-0.056645,0.06848,-0.042221,0.10141,-0.021992,0.029638,0.051595,0.098375,0.055363,0.049075,0.003882,0.085048,344.818787,?,?,?,?
3424,'2016/09/18 15:55:56:500',50,41.09832,0.946565,-0.08293,0.04963,-0.072988,0.086452,-0.049078,0.007129,0.025805,0.082657,0.042031,0.037737,-0.016861,0.070202,344.815552,?,?,?,?
3425,'2016/09/18 15:55:56:569',50,41.552788,0.937234,-0.092962,0.038246,-0.0646,0.08311,-0.031083,0.005378,0.011446,0.078689,0.041564,0.038659,-0.021777,0.072321,345.053345,?,?,?,?
3426,'2016/09/18 15:55:56:651',50,41.808025,0.945312,-0.08545,0.041155,-0.053954,0.086037,-0.026049,0.016097,0.002339,0.077271,0.044324,0.048088,-0.022072,0.068307,345.05426,?,?,?,?
3427,'2016/09/18 15:55:56:732',50,41.407894,0.941421,-0.085277,0.042303,-0.056491,0.082395,-0.040006,0.016538,0.011034,0.080911,0.036886,0.051053,-0.022631,0.058772,345.017731,?,?,?,?
3428,'2016/09/18 15:55:56:813',50,40.758217,0.95313,-0.089814,0.030436,-0.073109,0.075356,-0.055421,0.016695,0.018834,0.100028,0.035584,0.034838,-0.030459,0.060808,344.920441,?,?,?,?
3429,'2016/09/18 15:55:56:894',50,41.058727,0.967124,-0.084899,0.044327,-0.071263,0.08789,-0.053225,0.024666,0.003161,0.100063,0.040981,0.038388,-0.033561,0.065115,344.976776,?,?,?,?
3430,'2016/09/18 15:55:56:975',50,41.053509,0.977661,-0.090293,0.055505,-0.073151,0.096406,-0.059655,0.029158,-0.004778,0.095576,0.048491,0.040932,-0.033208,0.066093,345.019684,?,?,?,?
3431,'2016/09/18 15:55:57:057',50,39.784348,1.002379,-0.027761,0.090843,-0.101798,0.101047,-0.071349,0.043252,0.000585,0.100259,0.044866,0.041669,-0.027769,0.073223,345.025482,?,?,?,?
3432,'2016/09/18 15:55:57:138',50,37.226315,1.038694,0.02537,0.120761,-0.115761,0.085582,-0.06433,0.053319,0.020146,0.111304,0.038037,0.033678,-0.021979,0.08128,344.942474,?,?,?,?
3433,'2016/09/18 15:56:05:857',51,3.684494,0.502999,0.287218,0.317451,0.236774,0.246067,0.227364,0.2397,0.202621,0.216896,0.215627,0.221273,0.200818,0.211243,424.852264,?,?,5,?
3434,'2016/09/18 15:56:05:938',51,7.494894,0.556323,0.276394,0.310254,0.209554,0.251542,0.197254,0.219564,0.175735,0.197693,0.19881,0.197852,0.178389,0.200551,415.699554,?,?,5,?
3435,'2016/09/18 15:56:06:019',51,11.67782,0.603031,0.255409,0.286043,0.171635,0.240484,0.158365,0.198893,0.152957,0.183141,0.180906,0.178366,0.154096,0.191606,406.630615,?,?,5,?
3436,'2016/09/18 15:56:06:089',51,16.400593,0.652794,0.230385,0.264775,0.140365,0.22601,0.133726,0.192176,0.136766,0.159553,0.158451,0.162398,0.142788,0.187357,397.614014,?,?,5,?
3437,'2016/09/18 15:56:06:170',51,20.570499,0.703135,0.206941,0.24005,0.094378,0.215007,0.102801,0.168904,0.110646,0.141741,0.141357,0.137892,0.118652,0.184739,388.48526,?,?,5,?
3438,'2016/09/18 15:56:06:251',51,24.787952,0.751221,0.181324,0.224146,0.050893,0.204341,0.070488,0.15325,0.087736,0.131884,0.119988,0.113684,0.0903,0.17995,379.4133,?,?,5,?
3439,'2016/09/18 15:56:06:333',51,28.841444,0.805847,0.1579,0.212113,0.011457,0.187206,0.022371,0.135524,0.063078,0.122999,0.101457,0.096038,0.060792,0.170444,370.307739,?,?,5,?
3440,'2016/09/18 15:56:06:414',51,33.342087,0.862625,0.131788,0.195728,-0.026446,0.164794,-0.011023,0.118303,0.035385,0.09263,0.079625,0.085327,0.042127,0.151411,361.320496,?,?,5,?
3441,'2016/09/18 15:56:06:495',51,38.003666,0.925636,0.104649,0.181063,-0.056577,0.14932,-0.036777,0.097899,0.018154,0.070072,0.05672,0.066314,0.024503,0.147852,353.069275,?,?,5,?
3442,'2016/09/18 15:56:06:577',51,41.921864,0.979701,0.076827,0.17466,-0.097682,0.13442,-0.087904,0.083727,-0.003952,0.066878,0.035748,0.036404,-0.012987,0.134283,343.994141,?,?,5,?
3443,'2016/09/18 15:56:06:658',51,42.876732,0.959865,0.021621,0.13762,-0.078907,0.130501,-0.079827,0.075762,-0.012367,0.04946,0.037245,0.045331,-0.016771,0.113738,345.877197,?,?,5,?
3444,'2016/09/18 15:56:06:739',51,43.779957,0.954154,-0.003048,0.12814,-0.081051,0.115719,-0.070328,0.080063,-0.007985,0.043056,0.030046,0.03895,-0.015142,0.105509,346.016785,?,?,5,?
3445,'2016/09/18 15:56:06:809',51,43.553864,0.952279,-0.024555,0.130323,-0.08667,0.106449,-0.078337,0.073423,-0.013488,0.044002,0.028751,0.035988,-0.017067,0.101707,346.007935,?,?,5,?
3446,'2016/09/18 15:56:06:890',51,42.893158,0.961095,-0.033012,0.153512,-0.096975,0.1061,-0.105181,0.063725,-0.013619,0.066366,0.036356,0.036914,-0.027039,0.094553,345.96167,?,?,5,?
3447,'2016/09/18 15:56:06:972',51,43.220966,0.973582,-0.031984,0.164549,-0.076442,0.113589,-0.104711,0.072646,-0.019034,0.066265,0.032914,0.046243,-0.018042,0.081832,346.677368,?,?,5,?
3448,'2016/09/18 15:56:07:053',51,42.675915,0.994515,-0.032411,0.192037,-0.087732,0.102498,-0.110831,0.089553,-0.011408,0.060634,0.035164,0.050009,-0.011889,0.071014,346.673279,?,?,5,?
3449,'2016/09/18 15:56:07:134',51,42.319565,1.021573,-0.020409,0.217709,-0.104101,0.104833,-0.105245,0.102334,-0.01903,0.057655,0.038728,0.046873,0.007438,0.073496,346.674927,?,?,5,?
3450,'2016/09/18 15:56:07:215',51,41.820908,1.047842,-0.0297,0.242965,-0.115078,0.096739,-0.118883,0.10792,-0.011764,0.067688,0.032127,0.037115,0.008148,0.088533,346.584106,?,?,5,?
3451,'2016/09/18 15:56:07:296',51,40.417358,1.082041,-0.036964,0.279892,-0.123511,0.09037,-0.132863,0.10597,-0.007834,0.080326,0.039253,0.035094,0.011369,0.096301,345.695313,?,?,5,?
3452,'2016/09/18 15:56:07:378',51,39.713284,1.10762,-0.056045,0.291163,-0.131986,0.070257,-0.113786,0.103619,0.002066,0.067715,0.029554,0.035219,0.019466,0.100009,345.700684,?,?,5,?
3453,'2016/09/18 15:56:07:459',51,38.018517,1.14618,-0.060998,0.324149,-0.149473,0.049354,-0.122177,0.123089,0.02923,0.067949,0.017727,0.026262,0.022646,0.117534,345.255554,?,?,5,?
3454,'2016/09/18 15:56:07:528',51,35.582321,1.177994,-0.029657,0.352638,-0.163901,0.034279,-0.126001,0.126616,0.045402,0.07335,0.01627,0.029441,0.026562,0.126072,346.926208,?,?,5,?
3455,'2016/09/18 15:56:07:610',51,33.046227,1.198211,0.022354,0.388925,-0.145633,0.020571,-0.100689,0.148171,0.065158,0.075888,0.017717,0.0341,0.043644,0.137282,345.613678,?,?,5,?
3456,'2016/09/18 15:57:12:008',52,3.605989,0.642988,0.267569,0.364199,0.26786,0.307892,0.246068,0.291034,0.222256,0.219112,0.223445,0.250412,0.160604,0.177178,2909.176514,?,?,5,5
3457,'2016/09/18 15:57:12:089',52,5.371777,0.730994,0.284868,0.395353,0.251843,0.31946,0.225623,0.307504,0.222201,0.220571,0.187058,0.262805,0.138861,0.166934,2920.634521,?,?,5,5
3458,'2016/09/18 15:57:12:171',52,6.475908,0.810751,0.281744,0.42907,0.238225,0.350426,0.20631,0.319448,0.237299,0.221042,0.153737,0.259663,0.119992,0.161795,2584.510742,?,?,5,5
3459,'2016/09/18 15:57:12:252',52,7.963275,0.853387,0.268405,0.450514,0.222891,0.355969,0.178162,0.317545,0.239812,0.222974,0.128651,0.259561,0.102177,0.156697,2248.407227,?,?,5,5
3460,'2016/09/18 15:57:12:333',52,9.060381,0.945438,0.254851,0.484442,0.218129,0.371404,0.171238,0.313185,0.254796,0.218227,0.112289,0.264897,0.082901,0.150387,1901.135498,?,?,5,5
3461,'2016/09/18 15:57:12:415',52,10.179961,1.03702,0.238186,0.527127,0.20002,0.369706,0.154437,0.311144,0.255042,0.214708,0.089549,0.270078,0.070376,0.147158,1565.05957,?,?,5,5
3462,'2016/09/18 15:57:12:496',52,11.329345,1.125396,0.219294,0.572366,0.198153,0.372564,0.139994,0.313881,0.255695,0.214639,0.061024,0.27352,0.054214,0.134621,1217.680054,?,?,5,5
3463,'2016/09/18 15:57:12:577',52,12.494729,1.224054,0.199932,0.611763,0.181619,0.377162,0.130979,0.308847,0.257396,0.209987,0.044196,0.272281,0.033526,0.127867,870.120422,?,?,5,5
3464,'2016/09/18 15:57:12:647',52,13.670395,1.318095,0.174305,0.651482,0.172834,0.390599,0.125064,0.313795,0.266943,0.201236,0.019099,0.267249,0.012902,0.121454,522.876709,?,?,5,5
3465,'2016/09/18 15:57:12:728',52,14.829082,1.422843,0.152581,0.698615,0.159724,0.39566,0.113912,0.301006,0.278584,0.195919,-0.005399,0.26186,0.000986,0.114445,188.175797,?,?,5,5
3466,'2016/09/18 15:57:12:809',52,13.901427,1.427169,0.11402,0.712153,0.165526,0.385483,0.124637,0.283723,0.286086,0.208936,0.001365,0.245951,0.011273,0.118212,174.427704,?,?,5,5
3467,'2016/09/18 15:57:12:891',52,13.279688,1.431128,0.085856,0.737964,0.171881,0.372032,0.135835,0.264584,0.299933,0.214144,0.005133,0.233065,0.019639,0.119482,162.970795,?,?,5,5
3468,'2016/09/18 15:57:12:972',52,12.956938,1.444051,0.070465,0.749867,0.177899,0.353379,0.155426,0.245542,0.303321,0.223705,0.005573,0.223932,0.021167,0.127055,163.986023,?,?,5,5
3469,'2016/09/18 15:57:13:053',52,12.297048,1.435256,0.067213,0.762716,0.183961,0.339445,0.169322,0.23097,0.295809,0.24104,0.003452,0.222663,0.019097,0.136698,152.88385,?,?,5,5
3470,'2016/09/18 15:57:13:135',52,12.11081,1.442219,0.057387,0.770541,0.188734,0.324234,0.184199,0.215918,0.292658,0.250381,0.005886,0.217073,0.020344,0.138756,152.820496,?,?,5,5
3471,'2016/09/18 15:57:13:215',52,11.997156,1.460326,0.057807,0.772282,0.194237,0.314852,0.196073,0.196685,0.298903,0.25903,0.002856,0.212063,0.027463,0.133414,141.757904,?,?,5,5
3472,'2016/09/18 15:57:13:297',52,12.065824,1.473493,0.058065,0.772633,0.191875,0.314459,0.207732,0.172948,0.30905,0.266114,0.00114,0.203636,0.024667,0.140364,142.091599,?,?,5,5
3473,'2016/09/18 15:57:13:367',52,12.091674,1.484621,0.061117,0.766142,0.199795,0.305181,0.209991,0.161175,0.302806,0.277529,0.001314,0.204893,0.022957,0.139846,142.384613,?,?,5,5
3474,'2016/09/18 15:57:13:448',52,11.980056,1.49391,0.074064,0.757352,0.205634,0.292298,0.218462,0.146976,0.293607,0.299674,-0.002828,0.205895,0.02247,0.140369,142.051086,?,?,5,5
3475,'2016/09/18 15:57:13:529',52,12.88138,1.522002,0.077906,0.74337,0.224381,0.279631,0.21011,0.155002,0.29366,0.306078,-0.000662,0.202231,0.013901,0.130814,143.924225,?,?,5,5
3476,'2016/09/18 15:57:13:691',52,13.350031,1.572663,0.095816,0.694826,0.246242,0.275305,0.199325,0.135369,0.292097,0.320663,0.006592,0.193619,0.01901,0.126406,157.995148,?,?,5,5
3477,'2016/09/18 15:57:13:773',52,13.198637,1.596737,0.109771,0.674774,0.252403,0.267583,0.191718,0.13912,0.297441,0.32875,0.017358,0.179816,0.016655,0.126891,158.558777,?,?,5,5
3478,'2016/09/18 15:57:13:936',52,12.993023,1.654452,0.1423,0.626199,0.253904,0.256295,0.186838,0.136459,0.321073,0.338227,0.035788,0.150221,0.010964,0.120285,158.889374,?,?,5,5
3479,'2016/09/18 15:57:14:017',52,12.761721,1.661577,0.16609,0.609475,0.258464,0.246568,0.177074,0.146726,0.32777,0.344431,0.051076,0.138747,0.003731,0.127922,171.732101,?,?,5,5
3480,'2016/09/18 15:57:14:086',52,12.281434,1.666609,0.198393,0.588223,0.265157,0.232914,0.163548,0.161337,0.323976,0.352411,0.072727,0.130359,0.004732,0.125677,177.975754,?,?,5,5
3481,'2016/09/18 15:57:14:167',52,11.753001,1.669777,0.243486,0.585268,0.281638,0.225607,0.155151,0.17328,0.326903,0.354305,0.092823,0.117218,0.008402,0.12298,178.772491,?,?,5,5
3482,'2016/09/18 15:57:14:249',52,11.171637,1.653974,0.28498,0.585497,0.295418,0.22271,0.146677,0.183991,0.318573,0.339587,0.11971,0.1069,0.015851,0.128593,179.225449,?,?,5,5
3483,'2016/09/18 15:57:14:888',52,4.024137,1.144398,0.336433,0.466843,0.301227,0.269695,0.198743,0.262906,0.253903,0.226997,0.159531,0.179536,0.156689,0.174889,119.927361,?,?,5,5
3484,'2016/09/18 15:57:14:968',52,4.650894,1.114232,0.312528,0.459016,0.266782,0.293323,0.18303,0.263027,0.256583,0.224877,0.13868,0.190478,0.15754,0.178396,118.840569,?,?,5,5
3485,'2016/09/18 15:57:15:050',52,5.310531,1.104998,0.285314,0.456167,0.239916,0.311706,0.167168,0.263329,0.264252,0.235419,0.121739,0.199751,0.149803,0.174152,118.557266,?,?,5,5
3486,'2016/09/18 15:57:15:132',52,6.132987,1.124245,0.265629,0.456481,0.208339,0.325445,0.14954,0.257433,0.266934,0.242436,0.111975,0.201824,0.138201,0.179892,118.329659,?,?,5,5
3487,'2016/09/18 15:57:15:213',52,7.016108,1.168183,0.239533,0.451401,0.168622,0.327791,0.136257,0.246454,0.277793,0.245317,0.101695,0.199839,0.124241,0.187741,118.129662,?,?,5,5
3488,'2016/09/18 15:57:15:294',52,7.916156,1.240587,0.243726,0.470214,0.146686,0.329697,0.114111,0.241336,0.28007,0.240888,0.103447,0.204637,0.103588,0.190259,117.967026,?,?,5,5
3489,'2016/09/18 15:57:15:375',52,8.854116,1.298788,0.280478,0.510636,0.136976,0.343417,0.099983,0.230033,0.279225,0.250663,0.105161,0.195899,0.081833,0.185072,117.8237,?,?,5,5
3490,'2016/09/18 15:57:15:457',52,9.850212,1.371337,0.302268,0.546771,0.125892,0.349521,0.078823,0.231781,0.281256,0.258259,0.118302,0.183409,0.063228,0.183544,117.610977,?,?,5,5
3491,'2016/09/18 15:57:15:538',52,10.854112,1.460883,0.311091,0.572915,0.11248,0.357793,0.058109,0.221958,0.285166,0.259488,0.115635,0.158656,0.04243,0.190897,117.417763,?,?,5,5
